listing_id,tower_number,transaction_date,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_ref,sale_price_num,price_per_sqft,is_sold
70243,7,2024-03-01,Apartment,27,768.05,"$230,070.22",Sold,C1815,230070.22,299.5510969337934,True
70256,7,2024-03-01,Apartment,28,694.55,"$207,109.90",Available,,207109.9,298.1929306745375,False
70259,7,2024-03-01,Apartment,28,694.55,"$222,388.39",Available,,222388.39,320.19061262688075,False
70278,7,2024-03-01,Apartment,33,1266.64,"$399,124.74",Available,,399124.74,315.10511273921554,False
70314,7,2024-03-01,Apartment,38,1755.26,"$450,762.70",Sold,C1247,450762.7,256.8067978533095,True
70327,7,2024-03-01,Office,38,1755.26,"$564,037.73",Sold,C1700,564037.73,321.341413807641,True
70337,7,2024-03-01,Apartment,40,1138.18,"$308,622.38",Sold,C0088,308622.38,271.15428139661566,True
70429,7,2024-03-01,Apartment,50,502.02,"$140,625.05",Available,,140625.05,280.1184215768296,False
70436,7,2024-03-01,Apartment,51,648.27,"$150,856.46",Sold,C0062,150856.46,232.7062180881423,True
70443,7,2024-03-01,Apartment,52,1281.14,"$345,268.92",Sold,C0841,345268.92,269.501319137643,True
70456,7,2024-03-01,Apartment,54,1940.69,"$585,559.25",Sold,C1152,585559.25,301.7273495509329,True
70497,7,2024-03-01,Apartment,58,1629.83,"$537,546.81",Sold,C0151,537546.81,329.81771718522793,True
70505,7,2024-03-01,Apartment,58,1629.83,"$476,167.41",Sold,C1316,476167.41,292.15771583539384,True
70511,7,2024-03-01,Apartment,59,765.3,"$250,106.90",Sold,C1502,250106.9,326.8089638050438,True
80018,8,2024-03-01,Apartment,2,1097.36,"$325,789.31",Sold,C1013,325789.31,296.88462309542905,True
80023,8,2024-03-01,Office,3,1736.05,"$545,199.56",Available,,545199.56,314.0460009792345,False
80026,8,2024-03-01,Apartment,4,1934.75,"$523,161.71",Available,,523161.71,270.4027445406383,False
80057,8,2024-03-01,Apartment,6,1370.17,"$438,095.92",Sold,C0559,438095.92,319.73836823167926,True
80069,8,2024-03-01,Apartment,8,1552.34,"$479,097.62",Sold,C0010,479097.62,308.62930801242,True
80072,8,2024-03-01,Apartment,8,1552.34,"$398,037.98",Sold,C0651,398037.98,256.4115979746705,True
80100,8,2024-03-01,Apartment,12,1430.46,"$446,838.60",Sold,C1162,446838.6,312.37406149070927,True
80105,8,2024-03-01,Apartment,13,660.3,"$180,436.90",Sold,C1924,180436.9,273.265031046494,True
80108,8,2024-03-01,Apartment,14,685.93,"$222,752.92",Available,,222752.92,324.7458487017626,False
80109,8,2024-03-01,Apartment,14,685.93,"$238,726.20",Sold,C1032,238726.2,348.0328896534632,True
80130,8,2024-03-01,Apartment,15,534.85,"$154,353.28",Sold,C0341,154353.28,288.591717303917,True
80158,8,2024-03-01,Apartment,20,774.16,"$240,718.43",Sold,C1359,240718.43,310.94144621266923,True
80164,8,2024-03-01,Apartment,21,1501.64,"$510,510.60",Available,,510510.6,339.96870088703014,False
80171,8,2024-03-01,Apartment,22,1495.57,"$464,608.30",Sold,C0738,464608.3,310.65633838603344,True
80194,8,2024-03-01,Apartment,26,1625.38,"$497,984.45",Sold,C1298,497984.45,306.3803233705349,True
80210,8,2024-03-01,Apartment,28,1431.61,"$418,833.33",Sold,C0851,418833.33,292.5610536389101,True
80285,8,2024-03-01,Apartment,33,1809.87,"$459,972.28",Sold,C1393,459972.28,254.14658511384798,True
80308,8,2024-03-01,Apartment,36,673.86,"$198,802.46",Sold,C0827,198802.46,295.0204196717419,True
80321,8,2024-03-01,Apartment,37,890.65,"$255,348.83",Available,,255348.83,286.6994105428619,False
80333,8,2024-03-01,Apartment,37,890.65,"$270,409.23",Sold,C1500,270409.23,303.60885869870316,True
80346,8,2024-03-01,Apartment,39,1290.89,"$349,511.46",Sold,C0762,349511.46,270.7523181680856,True
80433,8,2024-03-01,Apartment,50,913.15,"$267,101.26",Available,,267101.26,292.50534961397364,False
80486,8,2024-03-01,Apartment,56,1874.7,"$497,024.24",Available,,497024.24,265.1220141889369,False
80496,8,2024-03-01,Apartment,57,1949.35,"$538,507.20",Sold,C0612,538507.2,276.2496216687614,True
90011,9,2024-03-01,Apartment,1,832.35,"$261,588.76",Sold,C0581,261588.76,314.2773592839551,True
90022,9,2024-03-01,Apartment,4,1139.87,"$347,482.45",Available,,347482.45,304.84392957091603,False
90030,9,2024-03-01,Apartment,6,1821.59,"$493,931.35",Sold,C1570,493931.35,271.15396439374393,True
90038,9,2024-03-01,Apartment,7,697.68,"$223,777.94",Sold,C1980,223777.94,320.7458147001491,True
90079,9,2024-03-01,Office,12,952.38,"$320,191.49",Sold,C1524,320191.49,336.2014007014007,True
90088,9,2024-03-01,Apartment,14,1445.3,"$473,439.58",Sold,C1422,473439.58,327.571839756452,True
90111,9,2024-03-01,Apartment,17,1481.32,"$446,979.46",Sold,C1941,446979.46,301.7440255987903,True
90148,9,2024-03-01,Apartment,23,901.21,"$293,975.04",Sold,C1445,293975.04,326.20037505131984,True
90150,9,2024-03-01,Apartment,23,901.21,"$267,578.12",Sold,C1721,267578.12,296.9098434327182,True
90174,9,2024-03-01,Apartment,26,1038.39,"$321,101.26",Sold,C0298,321101.26,309.2299232465644,True
90182,9,2024-03-01,Apartment,27,1207.33,"$358,447.56",Sold,C0583,358447.56,296.8927799358916,True
90185,9,2024-03-01,Apartment,27,1207.33,"$347,435.71",Sold,C1282,347435.71,287.77195133062213,True
90191,9,2024-03-01,Apartment,28,1931.82,"$592,109.47",Available,,592109.47,306.5034371732356,False
90201,9,2024-03-01,Apartment,29,1426.22,"$414,854.52",Sold,C0026,414854.52,290.87694745551175,True
90211,9,2024-03-01,Apartment,30,1250.17,"$357,647.97",Sold,C1873,357647.97,286.07946919218983,True
90252,9,2024-03-01,Apartment,34,1577.36,"$510,570.33",Available,,510570.33,323.686621950601,False
90259,9,2024-03-01,Apartment,34,1577.36,"$423,148.15",Sold,C0180,423148.15,268.26352259471525,True
90278,9,2024-03-01,Apartment,35,1376.88,"$397,654.23",Sold,C1163,397654.23,288.8081967927488,True
90280,9,2024-03-01,Apartment,35,1376.88,"$356,213.53",Sold,C1793,356213.53,258.7106574283888,True
90288,9,2024-03-01,Apartment,36,1582.79,"$548,231.59",Available,,548231.59,346.37039026023666,False
90344,9,2024-03-01,Apartment,40,1090.32,"$294,967.99",Sold,C1327,294967.99,270.53341220925967,True
90349,9,2024-03-01,Apartment,41,1488.32,"$517,878.00",Available,,517878.0,347.96145990109653,False
90387,9,2024-03-01,Apartment,46,662.32,"$230,643.48",Sold,C0897,230643.48,348.2357168740186,True
90426,9,2024-03-01,Office,53,599.72,"$208,791.69",Available,,208791.69,348.14861935569934,False
90474,9,2024-03-01,Apartment,58,838.34,"$287,917.80",Sold,C0016,287917.8,343.4379845885917,True
90481,9,2024-03-01,Apartment,58,838.34,"$251,397.07",Available,,251397.07,299.8748359853997,False
90532,9,2024-03-01,Apartment,62,1263.44,"$373,157.22",Available,,373157.22,295.3501709618185,False
90534,9,2024-03-01,Apartment,62,1263.44,"$425,904.80",Sold,C0744,425904.8,337.09934781232187,True
100008,10,2024-03-01,Apartment,2,1830.46,"$599,456.66",Available,,599456.66,327.48962555860277,False
100037,10,2024-03-01,Apartment,5,1741.96,"$555,912.87",Sold,C0443,555912.87,319.1306746423569,True
100082,10,2024-03-01,Apartment,10,1196.84,"$290,993.55",Sold,C0329,290993.55,243.1348801844858,True
100084,10,2024-03-01,Office,10,1196.84,"$478,630.37",Sold,C0676,478630.37,399.9117425888172,True
100142,10,2024-03-01,Apartment,18,1244.03,"$353,047.58",Sold,C0187,353047.58,283.79346157247016,True
100146,10,2024-03-01,Apartment,19,948.04,"$242,911.97",Available,,242911.97,256.2254440740897,False
100150,10,2024-03-01,Apartment,19,948.04,"$269,363.17",Sold,C0868,269363.17,284.12637652419727,True
100156,10,2024-03-01,Apartment,20,1264.43,"$301,503.93",Available,,301503.93,238.45047175407097,False
100169,10,2024-03-01,Apartment,22,1116.68,"$327,199.09",Available,,327199.09,293.0106118135903,False
100173,10,2024-03-01,Office,23,912.32,"$255,006.99",Sold,C1045,255006.99,279.51485224482633,True
100184,10,2024-03-01,Apartment,25,1487.17,"$392,319.37",Sold,C0928,392319.37,263.80263856855635,True
100202,10,2024-03-01,Apartment,26,1294.85,"$457,406.52",Sold,C1329,457406.52,353.25058500984676,True
100208,10,2024-03-01,Office,26,1294.85,"$460,542.58",Available,,460542.58,355.6725334980886,False
100234,10,2024-03-01,Apartment,28,1606.58,"$419,982.23",Sold,C0498,419982.23,261.4138293766884,True
100241,10,2024-03-01,Apartment,29,486.78,"$133,870.43",Available,,133870.43,275.01218209458074,False
100254,10,2024-03-01,Apartment,30,1559.4,"$406,955.39",Sold,C1895,406955.39,260.96921251763496,True
100297,10,2024-03-01,Apartment,35,1675.74,"$426,658.82",Sold,C0777,426658.82,254.60919951782498,True
100322,10,2024-03-01,Apartment,38,476.64,"$128,340.87",Sold,C1091,128340.87,269.2616440080564,True
100325,10,2024-03-01,Apartment,39,1188.51,"$342,681.32",Sold,C1762,342681.32,288.3285121707011,True
100339,10,2024-03-01,Office,41,1750.64,"$543,773.78",Sold,C1051,543773.78,310.61427820682724,True
100354,10,2024-03-01,Apartment,42,1757.51,"$578,560.91",Available,,578560.91,329.19352379218327,False
100362,10,2024-03-01,Apartment,43,1093.67,"$344,051.81",Sold,C0945,344051.81,314.5846644783161,True
100367,10,2024-03-01,Apartment,43,1093.67,"$290,190.09",Available,,290190.09,265.3360611519014,False
100379,10,2024-03-01,Apartment,44,1224.71,"$348,889.77",Sold,C1138,348889.77,284.8754154044631,True
100384,10,2024-03-01,Apartment,44,1224.71,"$372,739.71",Sold,C0524,372739.71,304.349364339313,True
100398,10,2024-03-01,Office,46,1525.34,"$511,655.42",Sold,C0468,511655.42,335.43696487340526,True
110080,11,2024-03-01,Apartment,10,1519.64,"$441,125.61",Available,,441125.61,290.2829683346055,False
110097,11,2024-03-01,Apartment,10,1519.64,"$498,260.56",Sold,C1205,498260.56,327.880655944829,True
110144,11,2024-03-01,Apartment,15,1385.68,"$444,474.88",Available,,444474.88,320.7630044454708,False
110160,11,2024-03-01,Apartment,17,1946.06,"$509,668.52",Sold,C0784,509668.52,261.8976393328058,True
110169,11,2024-03-01,Apartment,18,1562.55,"$428,394.86",Available,,428394.86,274.1639371540111,False
110235,11,2024-03-01,Apartment,29,993.51,"$296,167.83",Available,,296167.83,298.10251532445574,False
110238,11,2024-03-01,Apartment,29,993.51,"$303,617.21",Sold,C0214,303617.21,305.600557618947,True
110259,11,2024-03-01,Apartment,31,1232.68,"$348,352.52",Sold,C0660,348352.52,282.5976895869163,True
110264,11,2024-03-01,Apartment,32,1285.87,"$374,418.94",Sold,C0955,374418.94,291.179466042446,True
110265,11,2024-03-01,Apartment,32,1285.87,"$337,234.79",Available,,337234.79,262.26196271784863,False
110267,11,2024-03-01,Apartment,32,1285.87,"$404,760.62",Sold,C1889,404760.62,314.7756927216593,True
110280,11,2024-03-01,Apartment,34,680.07,"$223,039.63",Available,,223039.63,327.9656947078977,False
110335,11,2024-03-01,Apartment,41,1125.56,"$378,675.72",Sold,C1244,378675.72,336.4331710437471,True
110379,11,2024-03-01,Apartment,44,434.38,"$130,303.65",Available,,130303.65,299.9761729361389,False
110391,11,2024-03-01,Apartment,46,1798.85,"$530,573.34",Available,,530573.34,294.95140784390026,False
110398,11,2024-03-01,Apartment,47,1456.74,"$490,933.95",Available,,490933.95,337.0086288562132,False
110425,11,2024-03-01,Apartment,50,948.72,"$271,454.23",Available,,271454.23,286.126812969053,False
110441,11,2024-03-01,Apartment,52,1397.58,"$371,257.45",Sold,C0248,371257.45,265.6430758883213,True
110457,11,2024-03-01,Apartment,52,1397.58,"$396,446.03",Sold,C1421,396446.03,283.66607278295345,True
110479,11,2024-03-01,Apartment,56,724.8,"$223,047.20",Sold,C0875,223047.2,307.7362030905078,True
110488,11,2024-03-01,Apartment,57,1008.58,"$311,573.77",Sold,C0241,311573.77,308.92320886791333,True
110502,11,2024-03-01,Office,60,1295.04,"$390,199.46",Sold,C0497,390199.46,301.30301766740797,True
110511,11,2024-03-01,Apartment,61,1299.46,"$416,775.71",Sold,C0345,416775.71,320.72992627706896,True
110513,11,2024-03-01,Apartment,61,1299.46,"$390,999.79",Sold,C1470,390999.79,300.89405599248914,True
110519,11,2024-03-01,Apartment,61,1299.46,"$407,851.43",Sold,C1294,407851.43,313.8622427777692,True
110535,11,2024-03-01,Apartment,62,1938.82,"$559,747.82",Sold,C1526,559747.82,288.70540844431144,True
110547,11,2024-03-01,Apartment,64,1916.26,"$670,575.87",Sold,C0705,670575.87,349.93991942638263,True
110560,11,2024-03-01,Office,65,1427.09,"$415,621.37",Sold,C1352,415621.37,291.23697173969407,True
110561,11,2024-03-01,Apartment,65,1427.09,"$434,714.68",Available,,434714.68,304.61616296099055,False
120011,12,2024-03-01,Apartment,1,839.95,"$238,111.34",Sold,C1338,238111.34,283.4827549258884,True
120023,12,2024-03-01,Apartment,3,1469.27,"$367,608.78",Sold,C1745,367608.78,250.19824810960546,True
120043,12,2024-03-01,Apartment,4,1559.34,"$455,532.20",Sold,C0591,455532.2,292.1314145728321,True
120047,12,2024-03-01,Apartment,4,1559.34,"$550,180.20",Sold,C0122,550180.2,352.8288891454077,True
120048,12,2024-03-01,Apartment,5,495.04,"$175,885.99",Sold,C0174,175885.99,355.29652149321265,True
120083,12,2024-03-01,Apartment,10,1642.26,"$440,939.43",Sold,C0346,440939.43,268.4955061926857,True
120084,12,2024-03-01,Apartment,10,1642.26,"$491,470.69",Sold,C0658,491470.69,299.26484844056364,True
120089,12,2024-03-01,Apartment,12,959.05,"$275,447.01",Sold,C1486,275447.01,287.2081851832543,True
120136,12,2024-03-01,Office,16,1523.02,"$415,409.21",Sold,C0376,415409.21,272.75361452902786,True
120192,12,2024-03-01,Apartment,22,892.67,"$308,919.06",Sold,C1494,308919.06,346.0618817704191,True
120205,12,2024-03-01,Office,23,1094.46,"$340,450.25",Sold,C0926,340450.25,311.06687316119366,True
120208,12,2024-03-01,Apartment,23,1094.46,"$311,524.51",Sold,C0125,311524.51,284.63763865285165,True
120257,12,2024-03-01,Office,27,871.52,"$254,211.77",Sold,C1645,254211.77,291.68782127776757,True
120287,12,2024-03-01,Apartment,33,1232.2,"$365,743.18",Sold,C0182,365743.18,296.8212790131472,True
120314,12,2024-03-01,Apartment,34,1817.64,"$556,062.80",Sold,C1520,556062.8,305.9257058603464,True
120324,12,2024-03-01,Apartment,35,1690.62,"$482,594.96",Sold,C1080,482594.96,285.4544250038448,True
120342,12,2024-03-01,Apartment,38,1157.23,"$386,019.24",Available,,386019.24,333.5717532383364,False
120343,12,2024-03-01,Apartment,38,1157.23,"$322,224.02",Available,,322224.02,278.44423321206676,False
120356,12,2024-03-01,Apartment,38,1157.23,"$331,792.26",Sold,C1733,331792.26,286.71245992585744,True
120386,12,2024-03-01,Apartment,44,635.36,"$193,403.07",Sold,C0753,193403.07,304.3991910098212,True
120396,12,2024-03-01,Apartment,47,1528.05,"$561,731.10",Sold,C0732,561731.1,367.6130362226367,True
120397,12,2024-03-01,Office,47,1528.05,"$487,713.60",Available,,487713.6,319.17384902326495,False
130012,13,2024-03-01,Apartment,1,1899.92,"$555,343.32",Sold,C0293,555343.32,292.2982651901132,True
130013,13,2024-03-01,Office,1,1899.92,"$559,085.68",Available,,559085.68,294.2680112846857,False
130015,13,2024-03-01,Apartment,1,1899.92,"$602,930.85",Available,,602930.85,317.34538822687267,False
130060,13,2024-03-01,Apartment,5,441.3,"$150,544.43",Available,,150544.43,341.13852254702016,False
130068,13,2024-03-01,Apartment,8,1449.43,"$415,155.52",Available,,415155.52,286.42674706608807,False
130069,13,2024-03-01,Apartment,8,1449.43,"$377,664.86",Available,,377664.86,260.56095154647,False
130073,13,2024-03-01,Apartment,9,1448.68,"$483,003.01",Sold,C0294,483003.01,333.4090413341801,True
130098,13,2024-03-01,Apartment,11,1678.3,"$459,184.89",Available,,459184.89,273.60119764046954,False
130134,13,2024-03-01,Apartment,15,458.29,"$132,839.83",Sold,C1635,132839.83,289.8597612865216,True
130144,13,2024-03-01,Apartment,16,1772.88,"$615,781.65",Available,,615781.65,347.3340835251117,False
130191,13,2024-03-01,Apartment,20,516.72,"$122,058.89",Available,,122058.89,236.21862904474375,False
130192,13,2024-03-01,Apartment,20,516.72,"$164,585.63",Sold,C0223,164585.63,318.519952779068,True
130218,13,2024-03-01,Office,25,633.86,"$154,903.56",Sold,C0219,154903.56,244.3813460385574,True
130234,13,2024-03-01,Apartment,27,885.68,"$260,227.69",Sold,C0698,260227.69,293.81683000632285,True
130236,13,2024-03-01,Apartment,28,1173.72,"$379,531.13",Sold,C1724,379531.13,323.3574702654807,True
130239,13,2024-03-01,Office,28,1173.72,"$340,602.26",Sold,C0571,340602.26,290.190386122755,True
130242,13,2024-03-01,Apartment,28,1173.72,"$330,077.14",Sold,C1109,330077.14,281.22306853423305,True
130262,13,2024-03-01,Apartment,30,1777.51,"$567,793.82",Sold,C0932,567793.82,319.4321382158187,True
130267,13,2024-03-01,Apartment,31,627.57,"$179,742.54",Sold,C1969,179742.54,286.41034466274675,True
130302,13,2024-03-01,Office,33,1445.84,"$500,020.84",Sold,C0307,500020.84,345.834144856969,True
130341,13,2024-03-01,Office,38,656.42,"$218,673.20",Available,,218673.2,333.13000822644045,False
130342,13,2024-03-01,Apartment,38,656.42,"$209,354.32",Available,,209354.32,318.9334877060419,False
130358,13,2024-03-01,Apartment,40,571.5,"$163,504.49",Sold,C0960,163504.49,286.0970953630796,True
130383,13,2024-03-01,Apartment,43,1875.83,"$597,724.45",Sold,C1883,597724.45,318.64531967182523,True
130384,13,2024-03-01,Apartment,43,1875.83,"$663,848.64",Sold,C1624,663848.64,353.8959500594404,True
130386,13,2024-03-01,Apartment,43,1875.83,"$607,539.65",Sold,C1944,607539.65,323.8777767708161,True
130402,13,2024-03-01,Apartment,45,986.91,"$337,352.78",Sold,C0321,337352.78,341.8272993484715,True
130405,13,2024-03-01,Office,45,986.91,"$303,252.26",Sold,C0289,303252.26,307.2744829822375,True
130423,13,2024-03-01,Apartment,47,1874.35,"$461,566.83",Sold,C0627,461566.83,246.25434417264654,True
130440,13,2024-03-01,Apartment,48,1728.84,"$592,737.69",Sold,C0045,592737.69,342.8528319566877,True
130457,13,2024-03-01,Office,52,1916.1,"$705,490.95",Sold,C1283,705490.95,368.1910912791608,True
130487,13,2024-03-01,Apartment,56,606.9,"$170,509.90",Sold,C1697,170509.9,280.95221618058986,True
130505,13,2024-03-01,Apartment,59,1434.04,"$428,248.91",Available,,428248.91,298.6310772363393,False
130523,13,2024-03-01,Office,60,1401.81,"$429,243.97",Available,,429243.97,306.2069538667865,False
130525,13,2024-03-01,Apartment,60,1401.81,"$400,297.87",Available,,400297.87,285.5578644752142,False
130539,13,2024-03-01,Apartment,62,452.68,"$139,864.72",Sold,C0233,139864.72,308.97039851550767,True
130541,13,2024-03-01,Office,63,1623.8,"$528,523.40",Sold,C1787,528523.4,325.48552777435646,True
140001,14,2024-03-01,Apartment,1,1750.63,"$519,772.07",Available,,519772.07,296.9057253674391,False
140011,14,2024-03-01,Apartment,3,645.76,"$184,463.78",Sold,C0356,184463.78,285.65377229930624,True
140012,14,2024-03-01,Apartment,3,645.76,"$174,761.92",Available,,174761.92,270.62983151635285,False
140014,14,2024-03-01,Apartment,3,645.76,"$192,114.05",Sold,C0691,192114.05,297.5006968533201,True
140067,14,2024-03-01,Apartment,9,803.5,"$240,826.44",Sold,C0025,240826.44,299.72176726820163,True
140107,14,2024-03-01,Apartment,12,459.44,"$120,742.29",Sold,C0175,120742.29,262.8031734285217,True
140181,14,2024-03-01,Office,20,1224.91,"$413,091.69",Sold,C1714,413091.69,337.24248312120886,True
140185,14,2024-03-01,Apartment,20,1224.91,"$365,006.80",Sold,C1799,365006.8,297.9866275889657,True
140200,14,2024-03-01,Apartment,22,1148.66,"$316,929.07",Available,,316929.07,275.9119931050093,False
140203,14,2024-03-01,Apartment,22,1148.66,"$389,899.07",Available,,389899.07,339.43818884613376,False
140207,14,2024-03-01,Apartment,22,1148.66,"$375,880.49",Available,,375880.49,327.23389862970765,False
140216,14,2024-03-01,Apartment,23,1610.37,"$524,135.10",Sold,C0662,524135.1,325.4749529611207,True
140227,14,2024-03-01,Apartment,24,1205.25,"$389,395.46",Sold,C0297,389395.46,323.0827297241236,True
140229,14,2024-03-01,Apartment,25,586.85,"$208,143.52",Sold,C1958,208143.52,354.67925364232764,True
140238,14,2024-03-01,Apartment,27,1866.49,"$550,819.24",Sold,C1765,550819.24,295.1096657362215,True
140315,14,2024-03-01,Apartment,37,1469.73,"$427,134.73",Sold,C1422,427134.73,290.6212229457111,True
140348,14,2024-03-01,Apartment,41,543.61,"$176,130.89",Sold,C0139,176130.89,324.00229944261514,True
140389,14,2024-03-01,Office,47,917.53,"$333,493.87",Sold,C0406,333493.87,363.46917267010343,True
140409,14,2024-03-01,Apartment,49,1231.75,"$335,648.24",Sold,C0751,335648.24,272.49704891414655,True
140412,14,2024-03-01,Apartment,49,1231.75,"$414,334.38",Sold,C0084,414334.38,336.37863202760303,True
140424,14,2024-03-01,Apartment,51,1346.3,"$476,875.98",Available,,476875.98,354.21227066775606,False
150028,15,2024-03-01,Apartment,3,748.99,"$226,867.23",Sold,C1406,226867.23,302.897542023258,True
150040,15,2024-03-01,Apartment,6,938.57,"$287,742.14",Available,,287742.14,306.5750450152892,False
150059,15,2024-03-01,Apartment,9,565.48,"$187,366.27",Sold,C0633,187366.27,331.3402242342788,True
150069,15,2024-03-01,Apartment,10,1072.95,"$320,276.47",Sold,C0677,320276.47,298.50083414884193,True
150074,15,2024-03-01,Apartment,11,1437.62,"$415,669.45",Sold,C0379,415669.45,289.13721984947347,True
150078,15,2024-03-01,Apartment,12,992.68,"$320,644.43",Sold,C0370,320644.43,323.0088548172624,True
150091,15,2024-03-01,Apartment,14,1832.17,"$567,823.18",Sold,C0210,567823.18,309.91839185228446,True
150139,15,2024-03-01,Office,17,562.64,"$172,358.52",Sold,C1230,172358.52,306.33890231764536,True
150232,15,2024-03-01,Apartment,26,961.01,"$299,573.55",Sold,C0397,299573.55,311.72781760855764,True
150293,15,2024-03-01,Apartment,35,745.49,"$241,073.25",Sold,C1490,241073.25,323.3755650645884,True
150294,15,2024-03-01,Apartment,35,745.49,"$221,231.30",Available,,221231.3,296.75958094675985,False
150305,15,2024-03-01,Apartment,35,745.49,"$211,139.96",Available,,211139.96,283.22306134220446,False
150371,15,2024-03-01,Apartment,47,1358.77,"$416,396.32",Sold,C1053,416396.32,306.4509225255194,True
150373,15,2024-03-01,Apartment,47,1358.77,"$456,444.20",Sold,C0832,456444.2,335.9245494086564,True
150378,15,2024-03-01,Apartment,48,1403.33,"$398,619.31",Sold,C0073,398619.31,284.0524395544883,True
150390,15,2024-03-01,Apartment,49,460.17,"$124,485.23",Sold,C0676,124485.23,270.5200904013734,True
150392,15,2024-03-01,Apartment,50,1841.5,"$524,955.14",Sold,C1068,524955.14,285.0693130600054,True
150415,15,2024-03-01,Apartment,52,829.2,"$215,779.63",Sold,C1620,215779.63,260.2262783405692,True
150439,15,2024-03-01,Apartment,55,892.75,"$270,028.95",Sold,C0187,270028.95,302.4687202464296,True
150445,15,2024-03-01,Office,55,892.75,"$327,308.85",Sold,C0868,327308.85,366.62990758891067,True
150451,15,2024-03-01,Apartment,55,892.75,"$282,707.26",Available,,282707.26,316.6701316157939,False
150455,15,2024-03-01,Apartment,55,892.75,"$244,256.20",Sold,C1455,244256.2,273.5997759731168,True
160053,16,2024-03-01,Apartment,7,941.57,"$256,919.71",Sold,C1527,256919.71,272.86310099089815,True
160069,16,2024-03-01,Apartment,8,986.18,"$306,939.29",Sold,C1396,306939.29,311.24063558376764,True
160103,16,2024-03-01,Office,11,1288.42,"$475,185.80",Sold,C0797,475185.8,368.81280948758945,True
160126,16,2024-03-01,Apartment,14,660.84,"$197,899.51",Sold,C1443,197899.51,299.46660311119183,True
160161,16,2024-03-01,Office,21,837.95,"$262,430.93",Sold,C1912,262430.93,313.1820872367086,True
160168,16,2024-03-01,Apartment,21,837.95,"$247,793.15",Sold,C1111,247793.15,295.7135270600871,True
160187,16,2024-03-01,Apartment,23,594.14,"$175,786.75",Sold,C1954,175786.75,295.8675564681725,True
160194,16,2024-03-01,Apartment,24,1077.77,"$387,724.00",Sold,C1444,387724.0,359.7465136346345,True
160211,16,2024-03-01,Apartment,26,1458.08,"$429,318.55",Sold,C1320,429318.55,294.44101146713484,True
160238,16,2024-03-01,Apartment,28,1440.71,"$442,981.99",Sold,C0606,442981.99,307.47477979607277,True
160266,16,2024-03-01,Office,32,431.76,"$118,779.75",Sold,C0430,118779.75,275.10596164535855,True
160274,16,2024-03-01,Office,33,881.17,"$271,991.93",Sold,C1186,271991.93,308.67134605127274,True
160283,16,2024-03-01,Apartment,34,743.19,"$203,467.10",Available,,203467.1,273.7753468157537,False
160295,16,2024-03-01,Apartment,35,629.97,"$185,697.91",Sold,C1116,185697.91,294.77262409321077,True
160339,16,2024-03-01,Office,41,1001.72,"$256,680.04",Sold,C1870,256680.04,256.23930838956994,True
160343,16,2024-03-01,Apartment,41,1001.72,"$249,056.03",Sold,C0712,249056.03,248.62838917062652,True
160369,16,2024-03-01,Apartment,42,1496.62,"$450,818.61",Sold,C0052,450818.61,301.224499204875,True
160373,16,2024-03-01,Office,42,1496.62,"$491,362.13",Sold,C0789,491362.13,328.31455546498114,True
160382,16,2024-03-01,Apartment,44,1695.03,"$496,232.48",Sold,C1063,496232.48,292.75734352784315,True
160389,16,2024-03-01,Apartment,45,1653.49,"$564,972.81",Sold,C1187,564972.81,341.68504798940427,True
170013,17,2024-03-01,Office,1,530.28,"$203,115.86",Available,,203115.86,383.03511352493024,False
170027,17,2024-03-01,Apartment,2,1738.5,"$521,203.39",Sold,C0352,521203.39,299.80062697727925,True
170071,17,2024-03-01,Apartment,9,1505.53,"$477,594.44",Available,,477594.44,317.2267839232696,False
170089,17,2024-03-01,Apartment,11,596.22,"$169,300.68",Sold,C0573,169300.68,283.95672738250977,True
170122,17,2024-03-01,Apartment,14,1646.02,"$510,061.69",Available,,510061.69,309.8757548510954,False
170171,17,2024-03-01,Office,18,554.84,"$195,199.56",Available,,195199.56,351.81234229687834,False
170177,17,2024-03-01,Apartment,19,1712.06,"$521,526.56",Available,,521526.56,304.61932408910906,False
170221,17,2024-03-01,Apartment,26,929.59,"$299,902.76",Available,,299902.76,322.61831560150176,False
170230,17,2024-03-01,Apartment,27,677.24,"$216,050.75",Sold,C0229,216050.75,319.01652294607527,True
170275,17,2024-03-01,Office,33,1532.89,"$471,065.82",Sold,C1090,471065.82,307.30569055835707,True
170289,17,2024-03-01,Apartment,35,1667.01,"$481,753.89",Sold,C0180,481753.89,288.99280148289455,True
170311,17,2024-03-01,Apartment,39,1341.67,"$404,921.22",Sold,C1858,404921.22,301.8038862015249,True
170341,17,2024-03-01,Apartment,42,691.03,"$206,013.07",Sold,C0245,206013.07,298.1246400301,True
170345,17,2024-03-01,Apartment,44,1176.0,"$315,288.62",Sold,C0119,315288.62,268.1025680272109,True
170361,17,2024-03-01,Office,46,1582.61,"$446,411.88",Sold,C0714,446411.88,282.0732081814219,True
170368,17,2024-03-01,Apartment,46,1582.61,"$423,220.61",Sold,C0159,423220.61,267.4193958081903,True
170394,17,2024-03-01,Apartment,48,1833.96,"$596,755.57",Sold,C1338,596755.57,325.3918133438024,True
170409,17,2024-03-01,Apartment,48,1833.96,"$584,468.16",Sold,C0129,584468.16,318.6918798665184,True
